Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
5675;Hilton;Kwazulu-Natal;Pinus;patula;Soil;D;;;;;;;Secondary bacteria/Fungi
5676;White River;Mpumalanga;Pinus;maximinoi;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration;Healthy, Discoloration, Sapwood;Alive;Fusarium circinatum
5677;White River;Mpumalanga;Pinus;maximinoi;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration;Healthy, Discoloration, Sapwood;Alive;Fusarium circinatum
5678;White River;Mpumalanga;Pinus;maximinoi;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration;Healthy, Discoloration, Sapwood;Alive;Fusarium circinatum
5679;White River;Mpumalanga;Pinus;maximinoi;Seedlings/Cuttings;D;N;;;Healthy;Discoloraiton;;Fusarium circinatum
5680;White River;Mpumalanga;Pinus;maximinoi;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration, Sapwood;Healthy, Discoloration, Sapwood;Alive;Fusarium circinatum
5681;Karatara Nursery;Western Province;Pinus;elliottii;Seed;A;N;;;;;;Diplodia pinea
5682;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloraiton;Discoloration;Alive;Fusarium circinatum
5683;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloraiton;Healthy;Alive;Fusarium circinatum
5684;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloraiton;Discoloration;Wilted;Fusarium circinatum
5685;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Healthy, J-rooting;Discoloration;Healthy, Discoloration;Alive, Wilted, Dead;Fusarium circinatum
5686;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted, Die-back;Healthy;Healthy;Discoloration;Wilted, Dead;Fusarium circinatum
5687;Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Seedlings/Cuttings;D;;;J-rooting;Healthy;Discoloration;;Diplodia pinea
5688;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Dead;Discoloration;Discoloration;Dead;Diplodia pinea
5689;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio;J-rooting;Discoloration;Discoloration;;Fusarium circinatum
5690;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloration;Discoloration;Alive;Fusarium circinatum
5691;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloration;Healthy;Alive;Fusarium circinatum
5692;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Discoloration;Dead, Discoloration;Fusarium circinatum
5693;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;Well developed, Dead, Plug bound;Discoloration, Sapwood;Discoloraiton, Outer bark, Cambium, Sapwood;Alive, Wilted, Discoloration;Fusarium circinatum
5694;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Dead;Discoloraiton;Discoloration;Wilted, Dead, Discoloration;Diplodia pinea
5695;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium;Healthy, Discoloration, Outer bark;Alive, Wilted;Fusarium circinatum
5696;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;Well developed, Dead;Discoloration;Discoloraiton;Dead, Discoloration;Secondary Fungi/Bacteria
5697;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;J-rooting, Dead;Discoloration, Outer bark, Cambium, Sapwood;Discoloraiton, Outer bark, Cambium;Wilted, Dead;Fusarium circinatum
5698;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;J-rooting;Discoloration, Outer bark, Cambium, Sapwood;Discoloraiton, Outer bark, Cambium;Wilted, Discoloration;Secondary Fungi/Bacteria
5699;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;J-rooting, Few roots;Discoloraiton, Cambium, Sapwood;Discoloraiton, Outer bark, Cambium;Wilted, Discoloration;Fusarium circinatum
5700;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;Dead, Plug bound;Discoloration, Sapwood;Discoloraiton;Wilted, Dead;Fusarium circinatum
5701;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Sapwood;Discoloration, Outer bark, Cambium;Wilted, Dead;Fusarium circinatum
5702;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Sapwood;Discoloration, Outer bark, Cambium;Wilted, Dead;Fusarium circinatum
5703;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Sapwood;Discoloration, Outer bark, Cambium;Alive, Wilted, Discoloration;Fusarium circinatum
5704;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots;Discolouration, Cambium, Sapwood;Discolouration, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
5705;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots;Discolouration, Cambium, Sapwood;Discolouration, Cambium;Alive, Wilted;Secondary Fungi/Bacteria
5706;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Very dry Seedling;Few roots;Discoloration, Outer bark, Cambium, Sapwood;Discoloration, Outer bark, Cambium, Sapwood;Discoloration;Fusarium circinatum
5707;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Healthy, Discoloration, Sapwood;Discolouration, Cambium, Sapwood;Wilted, Dead;Fusarium circinatum
5708;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, J-rooting;Discolouration, Cambium, Sapwood;Discolouration, Cambium, Sapwood;;Fusarium circinatum
5709;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5710;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5711;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5712;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Healthy;Few roots, Dead;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
5713;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Healthy;Few roots, Dead;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
5714;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5715;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5716;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5717;Tzaneen;Limpopo;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloration;Healthy;Wilted, Dead;Fusarium circinatum
5718;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage, Healthy;Healthy;Alive;Secondary Fungi/Bacteria
5719;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage;Insect/Mechanical damage;Alive;Secondary Fungi/Bacteria
5720;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage;Healthy;Alive;Secondary Fungi/Bacteria
5721;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage;Insect/Mechanical damage;Alive;Secondary Fungi/Bacteria
5722;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Insect/Mechanical damage;Alive, Wilted;Secondary Fungi/Bacteria
5723;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage, Healthy;Insect/Mechanical damage;Alive;Secondary Fungi/Bacteria
5724;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage, Healthy;Healthy;Wilted;Secondary Fungi/Bacteria
5725;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Gridling, Discoloration, Sapwood;Alive;Secondary Fungi/Bacteria
5726;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5727;Mooiplaas;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Wilted;Secondary Fungi/Bacteria
5728;Mooiplaas;Mpumalanga;Eucalyptus;grandis;Seedlings/Cuttings;D;;;Well developed, Healthy;Girdling, Insect/Mechanical damage, Healthy;Healthy;Alive, Insect/Mechanical damage;Secondary Fungi/Bacteria
5729;Mooiplaas;Mpumalanga;Eucalyptus;grandis;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage;Insect/Mechanical damage;Alive;Secondary Fungi/Bacteria
5730;Mooiplaas;Mpumalanga;Eucalyptus;grandis;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage;Insect/Mechanical damage;;Secondary Fungi/Bacteria
5731;Mooiplaas;Mpumalanga;Eucalyptus;grandis;Seedlings/Cuttings;D;;;Well developed, Healthy;Insect/Mechanical damage;Insect/Mechanical damage, Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5732;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted;Well developed, Healthy;Discoloration;Discoloration, Outer bark;Wilted;Fusarium circinatum
5733;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots;Healthy;Healthy;Discoloration;Fusarium circinatum
5734;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;No roots;;;Discoloration;Fusarium circinatum
5735;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;Plug bound;Discoloraiton, Cambium;Healthy;Dead;Fusarium circinatum
5736;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots;Discoloraiton, Cambium;Healthy;Dead;Fusarium circinatum
5737;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;Plug bound;Discoloraiton, Cambium;Healthy;Alive;Fusarium circinatum
5738;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy, Between outer and inner bark, Discoloration;Wilted, Dead, Discoloration;Fusarium circinatum
5739;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead, Few roots;Discoloration, Outer bark, Between outer and inner bark;Healthy, Between outer and inner bark, Discoloration;Wilted, Dead, Discoloration;Fusarium circinatum
5740;White River;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead, Few roots;Discoloration, Cambium, Between outer and inner bark;Healthy, Between outer and inner bark;Wilted, Dead, Discoloration;Fusarium circinatum
5741;Southern areas;?;Eucalyptu;GU;Stems,Roots,Branches;D;F;;Healthy;;;Dead;Botryospearia spp.
5742;Southern areas;?;Eucalyptu;GU;Stems,Roots,Branches;D;F;;Healthy;;;Dead;Botryospearia spp.
5743;Southern areas;?;Eucalyptu;GU;Stems,Roots,Branches;D;F;;;;;;Botryospearia spp.
5744;Southern areas;?;Eucalyptu;GU;Stems,Roots,Branches;D;F;;;;;;Botryospearia spp.
5745;Southern areas;?;Eucalyptu;GU;Soil;;;;;;;;Botryospearia spp.
5746;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Root:shoot ratio;Dead;Discoloration, Cambium, Sapwood;Healthy, Discoloration;Alive;Fusarium circinatum
5747;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots, Dead;Discoloration, Cambium, Sapwood;Healthy, Discoloration, Sapwood;Dead;Fusarium circinatum
5748;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Wilted;Dead;Discoloration, Cambium;Healthy;Wilted, Dead;Fusarium circinatum
5749;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;J-rooting, Dead;Discoloration, Cambium, Sapwood;Discoloration, Sapwood;Wilted, Dead;Fusarium circinatum
5750;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloration, Sapwood;Healthy, Discoloraiton, Sapwood;Alive, Wilted;Fusarium circinatum
5751;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloration, Sapwood;Healthy, Discoloraiton, Sapwood;Dead;Fusarium circinatum
5752;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Well developed;Discoloraiton, Between outer and inner bark;Healthy;Dead;Fusarium circinatum
5753;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Wilted;Few roots;Discoloraiton, Cambium;Discoloraiton, Cambium;Dead;Fusarium circinatum
5754;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Few roots;Discoloration, Sapwood;Healthy, Discoloration, Sapwood;Wilted;Fusarium circinatum
5755;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Few roots;Discoloration, Sapwood;Discoloraiton, Cambium;Alive, Wilted, Discoloration;Fusarium circinatum, Diplodia pinea
5756;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;Well developed, J-rooting;Discoloration;Discoloraiton;Dead, Discoloration;Fusarium circinatum
5757;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;;Well developed, J-rooting;Discoloration, Outer bark, Cambium, Sapwood;Discoloraiton, Cambium, Sapwood;Wilted, Discoloration;Diplodia pinea
5758;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;J-rooting, Few roots;;Discoloration, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
5759;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;J-rooting, Few roots;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
5760;Howick;Kwazulu-Natal;Pinus;patula x greggii var.;Seedlings/Cuttings;D;;Wilted;Well developed, J-rooting;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
5761;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, J-rooting;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood;Wilted, Discoloration;Secondary Fungi/Bacteria
5762;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;Well developed, J-rooting, Plug bound;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
5763;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;Well developed, J-rooting, Plug bound;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
5764;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Wilted;Well developed, J-rooting;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
5765;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, J-rooting;Discoloration;Discoloration;Dead;Secondary Fungi/Bacteria
5766;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;Well developed, J-rooting, Plug bound;Discoloration;Discoloration;Witled, Dead, Discoloration;Fusarium circinatum
5767;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;Well developed, Dead, Plug bound;Discoloration, Sapwood, Fruiting bodies;Discoloration, Cambium, Sapwood, Fruiting bodies;Witled, Dead, Discoloration;Fusarium circinatum
5768;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, J-rooting;Discoloration;Discoloration;Alive;Secondary Fungi/Bacteria
5769;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloration;Discoloration;Dead;Fusarium circinatum
5770;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Discoloration;Dead;Fusarium circinatum
5771;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Discoloration;Discoloration;Alive;Fusarium circinatum
5772;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Discoloration;Discoloration, Outer bark;Dead;Fusarium circinatum
5773;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;;Well developed;Discoloration;Discoloration;;Fusarium circinatum
5774;Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Seedlings/Cuttings;D;;Root:shoot ratio, Die-back, Wilted;J-rooting, Plug bound;Healthy;Healthy;Wilted, Dead, Discoloration;Fusarium circinatum
5775;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;Well developed, Healthy;Discoloraiton;Discoloraiton;Alive;Fusarium circinatum
5776;Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Seedlings/Cuttings;D;;Wilted;Well developed, Dead;Discoloration, Cambium;Discoloration, Cambium;Wilted;Fusarium circinatum
5777;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Well developed, Dead;Discoloration, Outer bark, Cambium;Healthy, Discoloration, Outer bark, Cambium;Alive, Wilted, Dead, Discoloration;Fusarium circinatum
5778;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Wilted;Well developed, J-rooting, Dead;Discoloraiton, Cambium;Discoloraiton, Cambium;Wilted, Dead;Fusarium circinatum
5779;Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Seedlings/Cuttings;D;;;Well developed, J-rooting, Dead, Plug bound;Discoloraiton, Cambium;Discoloraiton, Cambium;Alive, Wilted;Fusarium circinatum
5780;Howick;Kwazulu-Natal;Pinus;patula ;Seedlings/Cuttings;D;;Wilted;Well developed, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Discoloraiton, Cambium;Wilted;Fusarium circinatum
5781;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloraiton, Cambium;Discoloraiton, Cambium;Dead, Discoloraiton;Secondary Fungi/Bacteria
5782;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Wilted;Well developed, Dead, Plug bound;Discoloraiton, Cambium;Discoloraiton, Cambium;Wilted, Dead;Secondary Fungi/Bacteria
5783;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Healthy;Healthy;Discoloration;Wilted;Fusarium circinatum
5784;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Discoloration;Discoloration;;Fusarium circinatum
5785;Epsom;Gauteng;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots;Healthy;Healthy;Dead;Fusarium circinatum
5786;Epsom;Gauteng;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Healthy, Discoloration;Healthy, Discoloration;Dead;Diplodia pinea
5787;Epsom;Gauteng;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Discolouration;Healthy;Alive;Fusarium circinatum
5788;Epsom;Gauteng;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots, Dead;Healthy, Discoloration;Healthy, Discoloration;Dead;Fusarium circinatum
5789;Epsom;Gauteng;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio, Wilted;Healthy, Plug bound;Discolouration, Cambium;Discolouration, Cambium;Wilted, Dead, Discoloration;Fusarium circinatum
5790;Epsom;Gauteng;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Dead;Healthy, Discoloration, Between outer and inner bark;Healthy, Discoloration, Between outer and inner bark;Discoloration;Fusarium circinatum
5791;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Healthy;Healthy;Discoloration;Fusarium circinatum
5792;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots, Dead, Plug bound;Discoloration, Sapwood;Healthy;Alive;Fusarium circinatum
5793;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Dead;Discolouration, Cambium;Healthy;Wilted;Fusarium circinatum
5794;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Healthy;Discoloration, Sapwood;Healthy, Discoloration, Sapwood;Alive;Fusarium circinatum
5795;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;;;;;;Secondary Fungi/Bacteria
5796;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Healthy, J-rooting, Few roots;Discoloration;Healthy;Wilted;Fusarium circinatum
5797;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots, Dead, Plug bound;Discolouration, Sapwood;Discolouration, Sapwood;Alive;Fusarium circinatum
5798;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots, Dead;Healthy, Discoloration, Sapwood;Healthy;Alive, Wilted, Dead;Fusarium circinatum
5799;Clairmont;Western Cape;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio, Wilted;Dead, Plug bound;Healthy, Cambium;Healthy, Discoloraiton, Cambium;Alive, Wilted;Fusarium circinatum
5800;Mossbank;?;Pinus;patula;Seedlings/Cuttings;D;N;Few roots, Dead;;;;;Fusarium circinatum
5801;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;J-rooting, Few roots, Dead;Healthy;Healthy;Alive, Witled;Secondary Fungi/Bacteria
5802;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, J-rooting, Dead;Healthy;Healthy;Wilted;Fusarium circinatum
5803;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Healthy;Healthy;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5804;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Healthy, Few roots;Healthy;Healthy;Wilted;Secondary Fungi/Bacteria
5805;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Healthy, Few roots;Healthy;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
5806;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Alive, Wilted;Discoloration;Secondary Fungi/Bacteria
5807;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Healthy, Dead;Healthy;Discoloration, Cambium, Between outer and inner bark;Alive;Fusarium circinatum
5808;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;Well developed, Dead;Healthy;Discoloration, Cambium, Between outer and inner bark;Alive;Secondary Fungi/Bacteria
5809;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;Well developed, Dead, J-rooting;Discoloraiton, Cambium;Kino/Gum/Resin Exudation, Discoloraiton, Cambium, Between outer and inner bark, Sapwood, Fruiting bodies;Dead;Secondary Fungi/Bacteria
5810;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;;Well developed, Dead;Insect/Mechanical damage, Discoloraiton, Cambium;Discoloraiton, Cambium;Dead;Fusarium circinatum
5811;Howick;Kwazulu-Natal;Pinus;patula x greggii;Seedlings/Cuttings;D;;Wilted;Well developed, Dead, J-rooting;Discoloration;Discoloration;Wilted, Dead, Discoloration;Fusarium circinatum
5812;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;;Dead;Fusarium circinatum
5813;Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;;Root:shoot ratio;Healthy;Healthy;Discoloraiton;Alive, Dead;Fusarium circinatum
5814;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio, Die-back;Healthy;Healthy, Outer bark;Healthy, Outer bark;;Fusarium circinatum
5815;Howick;Kwazulu-Natal;Pinus;patula x oocarpa;Seedlings/Cuttings;D;;;Well developed, Dead;Healthy, Discoloration, Cambium;Healthy, Discoloration, Cambium;Dead;Secondary Fungi/Bacteria
5816;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloraiton, Cambium;Discoloraiton, Cambium;Dead;Secondary Fungi/Bacteria
5817;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloraiton, Outer bark, Cambium, Sapwood;Discoloration;Dead;Fusarium circinatum
