Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
3884;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Insect/Mechanical damage, Discoloration;Discoloration, Cambium;Wilted, Dead;Fusariunm sp. screening
3885;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;;Fusariunm sp. screening
3886;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back;Dead;Insect/Mechnical damage;Discoloration;Dead;Fusariunm sp. screening
3887;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back;Dead;Discoloration;Discoloration;Dead;Fusariunm sp. screening
3888;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed;Healthy;Healthy;Wilted;Fusariunm sp. screening
3889;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Dead;Fusariunm sp. screening
3890;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back;Dead;Discoloration;Discoloration;Dead;Fusariunm sp. screening
3891;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;Well developed, Dead;Discoloration, Sapwood;Discoloration, Cambium;Wilted, Dead;Fusariunm sp. screening
3892;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Wilted;Dead;Discoloration;Discoloration;Dead;Fusariunm sp. screening
3893;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Too dead and dry;;;;;Fusariunm sp. screening
3894;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back;Few roots, Dead;Discoloration, Sapwood;Discoloraiton, Healthy;Dead;Fusariunm sp. screening
3895;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Alive, Dead;Fusariunm sp. screening
3896;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Wilted;Healthy;Discoloration;Discoloration;Dead;Fusariunm sp. screening
3897;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3898;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3899;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3900;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3901;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3902;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3903;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3904;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3905;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3906;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3907;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3908;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3909;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3910;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3911;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3912;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3913;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3914;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3915;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3916;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3917;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3918;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3919;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3920;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3921;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3922;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3923;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3924;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3925;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3926;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3927;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3928;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3929;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3930;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3931;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusariunm sp. screening
3932;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3933;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3934;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive;Fusariunm sp. screening
3935;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Discoloration;Dead;Fusariunm sp. screening
3936;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Few roots, Dead;Healthy;Healthy;Dead;Fusariunm sp. screening
3937;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Few roots, Dead;Healthy;Healthy;Dead;Fusariunm sp. screening
3938;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Few roots, Dead;Healthy;Healthy;Dead;Fusariunm sp. screening
3939;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Few roots, Dead;Healthy;Healthy;Dead;Fusariunm sp. screening
3940;White River ;Mpumalanga;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Few roots, Dead;Healthy;Healthy;Dead;Fusariunm sp. screening
3941;Scottsville;Eastern Cape;Eucalyptus;grandis;Seedlings/Cuttings;D;N;Die-back;Healthy;Discoloration;Discoloration;Dead;Pythium sp. and Phytophthora sp. screening
3942;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Dead;Dead;Dead;Dead;;Fusarium sp. screening
3943;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back;Healthy;Discoloration;Discoloration;Dead;Fusarium sp. screening
3944;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back;Healthy;Healthy;Discoloration;Dead;Fusarium sp. screening
3945;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back;Healthy, J-rooting;Discoloration;Discoloration;Dead;Fusarium sp. screening
3946;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back;Dead;Discoloration;;;Fusarium sp. screening
3947;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back, Wilted;Dead;;Discoloration;Dead;Fusarium sp. screening
3948;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back;Healthy;Healthy;Discoloration;Dead;Fusarium sp. screening
3949;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back;Well developed;Discoloration;Discoloration;Dead;Fusarium sp. screening
3950;Ngodwana;Mpumalanga;Pinus;;;D;N;Die-back;Healthy;Healthy;Discoloration;Dead;Fusarium sp. screening
3951;Ngodwana;Mpumalanga;Pinus;;;D;N;;Healthy;Healthy;Healthy;;Fusarium sp. screening
3952;Sedgefield;Eastern Cape;Pinus;radiata;Stem;D;N;;;;Kino/Gum/Resin Exudation, Discoloration, Sapwood;;Fusarium sp. screening
3953;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
3954;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
3955;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
3956;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
3957;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
3958;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium sp. screening
3959;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium sp. screening
3960;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Dead;Healthy;Healthy;Alive;Fusarium sp. screening
3961;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
3962;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
3963;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
3964;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
3965;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
3966;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
3967;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
3968;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Sapwood;Healthy, Discoloration, Sapwood;Alive, Wilted;Fusarium sp. screening
3969;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;;Discoloration, Sapwood;Dead;Fusarium sp. screening
3970;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Sapwood;Dead;Fusarium sp. screening
3971;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration;Healthy, Sapwood;;Fusarium sp. screening
3972;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration;Healthy, Sapwood;Alive;Fusarium sp. screening
3973;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Dead;Discoloration;Discoloration;Alive;Fusarium sp. screening
3974;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Dead;Discoloration;Discoloration;Alive;Fusarium sp. screening
3975;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Healthy;Alive, Wilted;Fusarium sp. screening
3976;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration;Healthy;Alive, Wilted;Fusarium sp. screening
3977;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Healthy;Well developed, Dead;Discoloration;Healthy;Alive, Wilted;Fusarium sp. screening
3978;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Healthy;Healthy;Alive;Fusarium sp. screening
3979;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Healthy;Healthy;Alive;Fusarium sp. screening
3980;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Wilted, Dead, Discoloration;Fusarium sp. screening
3981;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Wilted, Dead, Discoloration;Fusarium sp. screening
3982;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;Well developed, Few roots, Dead;Discoloration, Sapwood;Healthy;Healthy;Fusarium sp. screening
3983;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Few roots, J-rooting;Discoloration, Sapwood;Healthy;Dead, Discoloration;Fusarium sp. screening
3984;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration, Cambium;Discoloration, Cambium;Dead;Fusarium sp. screening
3985;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead, Plug bound;Discoloraiton, Sapwood;Discoloraiton, Sapwood;;Fusarium sp. screening
3986;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy, Discoloraiton, Sapwood;Dead;Fusarium sp. screening
3987;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy;Dead;Fusarium sp. screening
3988;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Few roots, Dead;Discoloraiton, Sapwood;Healthy;;Fusarium sp. screening
3989;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy, Discoloraiton, Sapwood;;Fusarium sp. screening
3990;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead, J-rooting;Discoloraiton, Sapwood;Discoloraiton, Sapwood;Dead;Fusarium sp. screening
3991;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy, Discoloraiton;Dead;Fusarium sp. screening
3992;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy;Dead, Discoloration;Fusarium sp. screening
3993;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Insect/Mechanical damage, Discoloration, Cambium;Insect/Mechanical damage, Discoloration, Cambium, Sapwood;Alive, Dead;Fusarium sp. screening
3994;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Dead;Fusarium sp. screening
3995;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead, J-rooting;Discoloraiton, Sapwood;Discoloraiton, Sapwood;Dead;Fusarium sp. screening
3996;KLF;;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio, Wilted;Few roots, Dead;Discoloration;Discoloration;Alive;Fusarium sp. screening
3997;KLF;;Pinus;patula;Seedlings/Cuttings;D;N;;;;;;Fusarium sp. screening
3998;KLF;;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots, Dead;Discoloration;Discoloration, Healthy;Alive, Wilted;Fusarium sp. screening
3999;KLF;;Pinus;patula;Seedlings/Cuttings;D;N;;;;;;Fusarium sp. screening
4000;KLF;;Pinus;patula x greggii;Seedlings/Cuttings;D;N;Dead;Dead;Discoloration;Discoloration;Discoloration;Fusarium sp. screening
4001;KLF;;Pinus;patula x greggii;Seedlings/Cuttings;D;N;Dead;Dead;Discoloration;Discoloration;Discoloration;Fusarium sp. screening
4002;KLF;;Pinus;pat x pringlei;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back;Few roots, Dead;Discoloration;Healthy, Discoloration;Dead;Fusarium sp. screening
4003;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Healthy, J-rooting;Healthy;;;Fusarium sp. screening
4004;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back, Wilted;Well developed, Plug bound;Discoloration;Insect/Mechanical damage, Discoloration;;Fusarium sp. screening
4005;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;;Plug bound;Healthy, Discoloration;Healthy, Discoloration;Alive, Insect/Mechanical damage;Fusarium sp. screening
4006;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Root:shoot ratio;Well developed, J-rooting;Healthy;Healthy;Alive;Fusarium sp. screening
4007;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Dead;Well developed;Discoloration;;Dead;Fusarium sp. screening
4008;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Wilted;Well developed, Healthy, J-rooting;Healthy;Healthy;Alive, Insect/Mechanical damage;Fusarium sp. screening
4009;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back, Wilted;Few roots, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
4010;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back, Wilted;J-rooting, Few roots, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
4011;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back, Wilted;Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
4012;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back, Wilted;Few roots, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
4013;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Die-back;Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
4014;Howick;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;N;Wilted;Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
4015;Ugie;Northern province;Pinus;greggii;Stem;D;F;;;;Kino/Gum/Resin Exudation, Discoloration, Sapwood;;Fusarium sp. screening
4016;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Discoloration, Sapwood;Alive;Fusarium sp. screening
4017;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloration;Discoloration, Sapwood;Alive;Fusarium sp. screening
4018;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Healthy;Healthy, Sapwood;Alive;Fusarium sp. screening
4019;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration;Healthy, Sapwood;Alive;Fusarium sp. screening
4020;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration;Discoloration, Sapwood;Alive;Fusarium sp. screening
4021;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy, Sapwood;Alive;Fusarium sp. screening
4022;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4023;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4024;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4025;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4026;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots, Dead;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4027;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4028;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4029;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots, Dead;Healthy, Sapwood, Discoloration;Healthy, Sapwood, Discoloration;Alive;Fusarium sp. screening
4030;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4031;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4032;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4033;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Dead;Healthy, Sapwood, Discoloration;Healthy, Sapwood, Discoloration;Alive, Discoloration;Fusarium sp. screening
4034;Wildebeest Estate;;Pinus;patula;Seedlings/Cuttings;D;N;;Dying;Healthy, Sapwwod;Healthy, Sapwwod;Alive;Fusarium sp. screening
4035;;;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Alive;Fusarium sp. screening
4036;;;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4037;;;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Alive;Fusarium sp. screening
4038;;;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead;Healthy, Sapwood;Healthy, Sapwood;Alive;Fusarium sp. screening
4039;;;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Alive;Fusarium sp. screening
4040;Richmond;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;F;;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
4041;Richmond;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;F;;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
4042;Richmond;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;F;;Well developed;Healthy;Healthy;Alive;Fusarium sp. screening
4043;Enon;;Eucalyptus;GN;Seedlings/Cuttings;D;F;;;;Healthy;Alive;Disease screening
4044;Ntonjaneni;;Eucalyptus;GN;Seedlings/Cuttings;D;N;Root:shoot ratio;Well developed, Healthy;Discoloration;Discoloraiton, Outer bark, Fruiting bodies;Alive;Disease screening
4045;Sjonajona;;Pinus;patula;Seedlings/Cuttings;D;N;Die-back;Few roots;Discoloration;Discoloration;Dead;Fusarium sp. screening
4046;Sjonajona;;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio, Wilted;Few roots;Discoloration, Cambium;Discoloration, Cambium;Dead, Discoloration;Fusarium sp. screening
4047;Sjonajona;;Pinus;patula;Seedlings/Cuttings;D;N;Die-back, Wilted;Few roots;Discoloration;Discoloration;Wilted;Fusarium sp. screening
4048;Sjonajona;;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Discoloration;Discoloration;Alive;Fusarium sp. screening
4049;Sjonajona;;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots, Dead;Discoloration;Healthy;;Fusarium sp. screening
4050;Sjonajona;;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots, Dead;Discoloration, Sapwood;Healthy, Discoloration, Sapwood;Alive;Fusarium sp. screening
4051;Sjonajona;;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots, Dead;Discoloration, Sapwood;Healthy, Discoloration, Sapwood;Alive;Fusarium sp. screening
4052;Howick;KwaZulu-Natal;;;Hessian Samples;D;N;;;Discoloration;healthy;;Fusarium sp. screening
4053;;;;;;;;;;;;;Fusarium sp. screening
4054;Piet Retief;Mpumalanga;Eucalyptus;benthamii;Seedlings/Cuttings;D;N;;Dead, J-rooting;Girdling, Discoloration, Swelling, Cambium;;;Fusarium sp. screening
4055;Piet Retief;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;;Few roots, Dead;Girdling, Swelling, Cambium;;;Fusarium sp. screening
4056;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;F;Root:shoot ratio;Well developed, Dead;Discoloration;Healthy;;Fusarium sp. screening
4057;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;F;Root:shoot ratio;Well developed, Dead;Discoloration;Healthy;;Fusarium sp. screening
4058;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;F;Root:shoot ratio;Well developed, Dead;Discoloration;Healthy;;Fusarium sp. screening
