Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Between outer and inner bark;Alive;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Dead tips;J-rooting, Few roots, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Healthy, Discoloration, Between outer and inner bark;Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Alive;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark;Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;J-rooting, Few roots, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Alive;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Alive;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, J-rooting, Healthy;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Alive;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Dead roots, Brown tips;Well developed, J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark;Discoloration, Outer bark, Bewteen outer and inner bark;Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Not healthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted;Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, Swelling;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Root:shoot ratio, no shoots;Well developed, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Dead;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted, Unhealthy;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Wilted, Unhealthy;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood, K?/Gam/?Exudation;Alive, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;J-rooting, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Root:shoot ratio, Dead-no growth;J-rooting, Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;No growth;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Root:shoot ratio, Die-back, Wilted, Not healthy;J-rooting, Few roots, Dead;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;N;Die-back, Wilted;J-rooting, Dead;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Discoloration, Outer bark, Bewteen outer and inner bark, Sapwood;Wilted, Dead, Discoloration;Fusarium and Diplodia screening
Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;;;Cylindrocladium screening
Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;;;Cylindrocladium screening
Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;;;Cylindrocladium screening
Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;;;Cylindrocladium screening
Howick;Kwazulu-Natal;Eucalyptus ;dunnii;Seedlings/Cuttings;D;N;Healthy;Well developed, healthy;Discoloration, Outer bark, Cambium;;;Cylindrocladium screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;Hedge samples;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Discoloration, Cambium, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;;;;Die-back;J-rooting, Few roots;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;;;;Die-back;J-rooting, Few roots;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Discoloration, Cambium, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;;;;Die-back;J-rooting, Few roots;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x greggii var. greggii;;;;Die-back;J-rooting, Few roots;Healthy;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back;Well developed, J-rooting, Plug bound;Discoloration, Cambium, Between outer and inner bark;Discoloration, Cambium, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Healthy;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Cambium, Between outer and inner bark;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Plant is dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Plant is dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Root:shoot ratio;Well developed, Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Plant looks unhealthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;No tip;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Healthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Unhealthy;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead, Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;No tip;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Unhealthy;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Unhealthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Unhealthy;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back, Wilted;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Green tips;J-rooting, Dead;Healthy;Healthy, Discoloration, Outer bark;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rootng, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roors, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;;J-rooting, Dead;Healthy, Discoloration, Outer bark;Healthy, Discoloration, Outer bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Green tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Green tips;J-rooting, Dead;Healthy, Discoloration, Outer bark;Healthy;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Green tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Dead tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Dead tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Green tips;Dead;Discoloration, Outer bark;Healthy;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Green tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;Dead;Discoloration, Outer bark;Discoloration, Outer bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Dead roots, Brown tips;J-rooting, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back, Wilted;Well developed;Discoloration, Outer bark;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Wilted;Well developed;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula CP;;;;Wilted;Well developed;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula CP;;;;Die-back;Well developed;Healthy;Healthy;Die-back;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x patula;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;;J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;No leaves;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x patula;;;;Wilted;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back, Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Wilted;Healthy;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back, Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Die-back, Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x patula;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
