Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
2694;Commondale;Western Cape;Acacia;mearnsii;roots, root Collars;D;F;Healthy; Resins;Outer bark;Wilted;Alive;FSP sp andPhytophthora
2695;Kwambonambi;Kwazulu-Natal;Eucalyptu;grandi;Not specified;D;F;Healthy;Dead;Health;Discoloration,Cambium;Alive;Sporothrix eucalypti
2696;Tzaneen;Western Cape;Eucalyptu;dunni;Seed;A;FNF;Root:shoot ratio;Well developed;Mechanical damage,Discolorationn;Wilted;Wilted,Discoloration;inconclusive
2697;South Wood nusery;Western Cape;Eucalyptu;taeda;Cuttings;D;FNF;Brown roots,Green tips;Dead;Discolorationn,Sapwood;Healthy;Wilted,Dead,Discoloration;Cylindrocladiumsp
2698;Lilydale;Western Cape;Eucalyptu;nitens;Seed;D;FNF;Healthy;Dead;Slight discoloration;Wilted;Wilted,Discoloration;C gleosporiodes, Glomerella sp
2699;Safcol cape nursery;Comrie;Pinus;radiata;Seed;D;FNF;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Slight discoloration;Wilted,Discoloration;Alive; Phaeophleopspora sp
2700;iswepe;Kwazulu-Natal;Acacia;decurrens;Seed,root,foliage;A;F;Die-back;Well developed,J-rooting,Dead;Mechanical damage,Discolorationn;Wilted;Alive;Secondary/general fungi & bacterium
2701;Piet Retief;Western Cape;Pinus;elliotti;Seed;D;FNF;Root:shoot ratio,Die-back, Healthy; Resins;Outer bark;Wilted;Alive;Fusarium
2702;Ngodwana;Kwazulu-Natal;Pinus;patula;Cuttings;D;FNF;Brown roots,Green tips; Resins;Outer bark,Cambium;Dead;Wilted,Discoloration;Fusarium screening
2703;Highflats plantation;Western Cape;Eucalyptu;grandi;Seed,foliage;D;F;Die-back;Dead;Discolorationn,Outer bark,Between outer and inner bark,Cambium;Healthy;Alive;Mycosphaerella,Cylindrocladiumsp
2704;White River;Western Cape;Pinus;patula;Seed;D;FNF;Well developed, Healthy;Dead;mehanical dadmga, resin exudation,;Wilted;Alive;Fusarium
2705;White River;Western Cape;Acacia;mearnsii;Soil,Seed,root,leaves,Seed;D;F;Healthy;Dead;Discolorationn;Discoloration;Alive;Phytophthora
2706;Shaw Reseaerch centre;Western Cape;Pinus;radiata;root,cones;D;F;Healthyroots, Healthytips;Dead;Clean,Dry;Wilted;Alive;penicillium, Pestalotiopsis, Phomopsis
2707;Kwambonambi;Kwazulu-Natal;Pinus;10;leaves,Cuttings;D;F;Healthy;Dead;Clean,Dry;Alive;Alive;Mycosphaerella, FSP
2708;Shaw research centre;Kwazulu-Natal;Pinus;radiata;root,cones;D;F;Healthy; Resins;Mechanical damage,Discolorationn;Wilted,Discoloration;Alive; Alternaria,penicillium, Pestalotiopsis, Aspergillus
2709;Ngodwana nursery;Kwazulu-Natal;Pinus;patula;Cuttings;D;FNF;Brown roots,Green tips;Dead;mehanical dadmga, resin exudation,;Wilted,Discoloration;Wilted,Discoloration;F cir
2710;Ngodwana nursery;Kwazulu-Natal;Pinus;patula;Cuttings;D;F;Die-back;Dead;Mechanical damage,Outer bark,Cambium,Between outer and inner bark,Sapwood;Wilted;Alive;F cir
2711;Ngodwana nursery;Kwazulu-Natal;Pinus;H,,,;Seed;D;FNF;Healthy;Dead;Outer bark;Wilted,Discoloration;Alive;F sub
2712;Ngodwana nursery;Kwazulu-Natal;Pinus;C5,6,;Seed;D;FNF;Healthy; Resins;Outer bark;Wilted,Discoloration;Alive;F sub
2713;Howick;Kwazulu-Natal;Pinus;patula;Seed;D;FNF;Brown roots,Green tips; Resins;Outer bark,Cambium;Wilted;Wilted,Dead,Discoloration;F cir
2714;Highflats;Kwazulu-Natal;Acacia;mearnsii;root;D;F;Root:shoot ratio;Well developed,J-rooting,Dead,  Plug boundd;Outer bark,Cambium;Alive;Alive;FSP sp andPhytophthora
2715;Tzaneen;Western Cape;Eucalyptu;grandi;foliage;D;F;Healthy;Dead;mehanical dadmga, resin exudation,;Wilted,Die-back;Wilted,Discoloration;Pantoea sp    sp
2716;Rooihugte;Western Cape;Pinus;patula;Seed;D;FNF;Root:shoot ratio;Dead;Outer bark,Cambium;Wilted;Alive;F cir
2717;Ngodwana nursery;Kwazulu-Natal;Pinus;patula;Seed;D;FNF;Root:shoot ratio;Dead;Mechanical damage,Discolorationn;Wilted,Die-back;Alive;F cir
2718;Tzaneen;Western Cape;Pinus;patula;Seed;D;FNF;Well developed, Healthy;Dead;Mechanical damage,Discolorationn;Wilted;Alive;F cir
2719;Ngodwana nursery;Kwazulu-Natal;Pinus;patula;foliage;D;F;Die-back;Dead;Outer bark,Cambium;Wilted,Discoloration;Alive;S sapinea
2720;TTC;Western Cape;Pinus;10;Seed;D;FNF;Root:shoot ratio; Resins;mehanical dadmga, resin exudation,;Wilted;Alive;Powdery mildew
2721;Ngodwana nursery;Kwazulu-Natal;Pinus;elliotti;Seed;D;FNF;Well developed, Healthy;Dead;Mechanical damage,Discolorationn;Wilted;Alive;Fusarium
2722;Ngodwana;Mpumalanga;Pinus;patula;Seed;D;FNF;Healthy; Resins;Mechanical damage,Discolorationn;Wilted,Discoloration;Alive;F cir
2723;Bergplaas?;Kwazulu-Natal;Eucalyptu;grandi;root,Seed;D;F;Healthy;Dead;Discoloration,Outer bark,Between outer and inner bark,Cambium,Sapwood;Discoloration,Outer bark;Wilted,Dead,Discoloration;Phytophthora
2724;Sabie;Western Cape;Pinus;radiata;bark,Seed;D;F;Brown roots,Green tips;Dead;Health;Healthy,Discoloration,Sapwood;Wilted,Scorch,Discoloration;Diplodia
2725;Ngodwana nursery;Western Cape;Pinus;taeda;Seed;D;FNF;Healthyroots;Dead;Slight discoloration;Wilted;Alive;F cir
2726;Scottsville;Western Cape;Pinus;radiata;bark,media,Water;D;FNF;Healthy;Dead;Discolorationn;Healthy;Alive;F cir
2727;Howick;Western Cape;Pinus;radiata;Seed;D;FNF;Root:shoot ratio;Dead;Outer bark;Wilted,Die-back;Alive;F cir
2728;White River;Kwazulu-Natal;Pinus;10;leaves;D;F;Root:shoot ratio;Dead;Discolorationn;Discoloration,Outer bark, Between outer and inner bark;Wilted,Discoloration; Phaeophleopspora sp
2729;jessivale;Western Cape;Pinus;patula;Seed;D;FNF;Healthy;Dead;Slight discoloration;Wilted;Alive;F cir
2730;jessivale;Western Cape;Pinus;patula;Seed;D;FNF;Root:shoot ratio;Dead;Slight discoloration;Wilted,Die-back;Alive;F oxy
2731;Ugie;Mpumalanga;Pinus;patula;Seed,Seed;D;F;Die-back;Dead;Outer bark,Cambium;Wilted;Alive;S sapinea
2732;Fountain nursery;Western Cape;Eucalyptu;radiata;Seed,leaves;D;F;Healthy;Dead;Discolorationn;Dead;Alive; Phaeophleopspora sp
2733;Kalmoesfontein;Mpumalanga;Pinus;patula;Seed;D;FNF;Well developed,J-rooting, Healthy, Plug bound;Dead;Mechanical damage,Discolorationn;Wilted;Wilted,Scorch,Discoloration;F cir
2734;Richmond;Kwazulu-Natal;Eucalyptu;nitens;leaves;D;F;Well developed, Healthy;Dead;Health;Discoloration,Sapwood;Wilted,Dead,Discoloration;Mycosphaerella
2735;iswepe;Kwazulu-Natal;Pinus;patula;Seed;D;FNF;Drycorch;Dead;Slight discoloration;Wilted,Discoloration;Wilted,Discoloration;S sapinea
2736;Bergplaas?;Western Cape;Pinus;patula;Seed;D;FNF;Die-back;Dead;Mechanical damage,Discolorationn;Wilted,Discoloration;Alive;Fusarium
2737;Scottsville;Mpumalanga;Pinus;patula;Soil,Seed,root;D;FNF;Healthy;Dead;Discolorationn,Cambium,Fruiting bodies;Healthy,Sapwood;Wilted,Dead,Discoloration;S sapinea
2738;klipkraal;Mpumalanga;Pinus;patula;Seed,Seed;D;F;Healthy;Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Wilted;Alive;S sapinea
2739;Ngondwana nursery;Western Cape;Pinus;patula;Seed;D;FNF;Brown roots,Green tips;Dead;Slight discoloration;Wilted;Wilted,Discoloration;F cir
2740;Dasbult;Western Cape;Pinus;patula;Seed;A;FNF;Healthy;Well developed,J-rooting,Dead, White mycelia;mehanical dadmga, resin exudation,;Wilted,Discoloration;Alive;F cir
2741;Jessievale;Kwazulu-Natal;Pinus;patula;Seed;A;FNF;Well developed,J-rooting, Healthy, Plug bound;Dead;Slight discoloration;Wilted;Brown;F cir
2742;Klipkraal plantation;Western Cape;Pinus;patula;Seed;D;FNF;Healthyroots, Healthytips;Dead;Outer bark;Wilted;Alive;F cir
2743;Longridge;Western Cape;Pinus;patula;Seed;D;FNF;Die-back;Dead;Mechanical damage,Discolorationn;Wilted;Alive;F cir
2744;Tzaneen;Kwazulu-Natal;Pinus;10,1;Branch,leaves,Seed;D;F;Root:shoot ratio;Dead;Discolorationn,Cambium,Sapwood;Alive;Alive; Phaeophleopspora sp
2745;Tweedie;Kwazulu-Natal;Pinus;patula;Seed;D;FNF;Die-back; Resins;Mechanical damage,Discolorationn;Wilted;Alive;F cir
2746;Ugie;Mpumalanga;Pinus;patula;Seed,root;A;F;Die-back;Well developed,J-rooting;Health;Alive;Alive;inconclusive
2747;Tzaneen;Western Cape;Pinus;patula;Seed;D;FNF;Die-back;Dead;Outer bark;Wilted;Alive;F cir
2748;Pigs peak;Western Cape;Pinus;elliotti;Seed;D;FNF;Die-back; Resins;Outer bark,Cambium;Wilted;Alive; Phaeophleopspora sp
2749;Piet Retief;Mpumalanga;Eucalyptu;benthamii;Soil, leaves;D;F;Die-back;Dead;Discolorationn;Healthy;Wilted,Dead,Discoloration;FSP
2750;Ngodwana nursery;Western Cape;Eucalyptu;grandi;leaves;D;F;Root:shoot ratio;Dead;Discolorationn,Cambium,Sapwood;Dead;spots;Mycosphaerellasp
2751;klipkraal;Western Cape;Pinus;patula;growth media, seeedloing;D;F;Root:shoot ratio;Discoloration;Discolorationn,Sapwood;Wilted,Die-back;Alive;F cir
2752;Helvetia Camelot north;Western Cape;Pinus;patula;Seed,Seed, leaves;D;F;Drycorch;Dead;mehanical dadmga, resin exudation,;Wilted;Alive;S sapinea
2753;Swaziland;Western Cape;Eucalyptu;cloeziana;Seed;D;F;Die-back;Dead;Health;Healthy;Healthy;FSPrysphearia
2754;klipkraal;Western Cape;Pinus;greggi;Seed;A;FNF;Healthy;Healthyy;alive;Healthy;Alive;F cir,F oxy
2755;White River;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed;Discolorationn;Discoloration;Wilted,Dead;Fusarium screening
2756;SH2;Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Root:shoot ratio;Healthyy;Health;Healthy;Alive;Fusarium screening
2757;Elandshoogte;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Die-back, Healthy;Well developed;Health;Healthy;Discoloration;Fusarium screening
2758;Bergplaas?;Comrie;Pinus;patula;Seed/Cuttings;D;F;Well developed, Healthy;Well developed,Dead;Discolorationn;Dead;Wilted,Scorch,Discoloration;Fusarium screening
2759;Franfurt nursery;Comrie;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,Dead;Discolorationn;Dead;Wilted,Dead,Discoloration;Fusarium screening
2760;Scottsville;Comrie;Pinus;patula;Seed/Cuttings;D;F;Well developed,J-rooting, Healthy, Plug bound;Healthyy;Mechanical damage;Alive;Wilted,Discoloration;Fusarium screening
2761;Commondale;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Few roots,Dead;Discolorationn,Cambium,Sapwood;Dead;Wilted,Scorch,Discoloration;Fusarium screening
2762;White River;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Well developed,Healthyy;Health;Alive;Wilted,Discoloration;Fusarium screening
2763;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Healthy;Dead,Well developed;Discolorationn;Wilted;Dead;Fusarium screening
2764;White River;Mpumalanga;Eucalyptu;10;Leaves/Needles, Twigs/Branch;D;FNF;Die-back;Dead;Discolorationn,Cambium,Sapwood;Alive;Die-back; Alternaria,penicillium, Pestalotiopsis, Aspergillus
2765;Howick;Kwazulu-Natal;Pinus;taeda;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Discoloration;Alive;Fusarium screening
2766;Bergplaas?;Western Cape;Pinus;patula;Soil;D;FNF;Die-back;Dead;Discoloration,Outer bark,Between outer and inner bark,Cambium,Sapwood;Wilted;Wilted,Discoloration;Fusarium screening
2767;Brakenhill;Western Cape;Pinus;patula;Soil;D;FNF;Brown roots,Green tips; Resins;Discolorationn;Wilted;Wilted,Dead,Discoloration;Fusarium screening
2768;Howick;Western Cape;Pinus;patula;Seed;D;FNF;Root:shoot ratio;Well developed,Dead;Discolorationn;Discoloration;Alive;Fusarium screening
2769;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2770;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Brown roots,Green tips;Well developed;Health;Discoloration;Alive;Fusarium screening
2771;South Wood nusery;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Root:shoot ratio;Well developed,J-rooting,Dead, White mycelia;Discolorationn;Wilted,Die-back;Wilted,Discoloration;Fusarium screening
2772;Ugie;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Well developed,J-rooting, Plug bound;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn;Dead;Wilted,Dead,Discoloration;Fusarium screening
2773;Tzaneen;Western Cape;Pinus;patula;Seed/Cuttings;A;F;Root:shoot ratio;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2774;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Wilted;Fusarium screening
2775;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Healthy;Dead;Health;Healthy;Alive;Fusarium screening
2776;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Die-back;Well developed,J-rooting,Dead;Discoloration,Outer bark,Between outer and inner bark,Cambium,Sapwood;Alive;Wilted,Scorch,Discoloration;Fusarium screening
2777;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Healthy;Few roots,Dead;Discolorationn;Healthy;Alive;Fusarium screening
2778;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Drytunted;Healthyy;Health;Healthy;Wilted;Fusarium screening
2779;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Healthy;Dead;Discolorationn;Healthy;Alive,Wilted;Fusarium screening
2780;Pinewood;Western Cape;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Dead;Discolorationn;Healthy;Dead;Fusarium screening
2781;Pinewood;Western Cape;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthy;Well developed;Health;Healthy;Wilted,Discoloration;Fusarium screening
2782;Ngodwana;Western Cape;Pinus;radiata;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health,Discolorationn;Healthy;Alive; Phaeophleopspora sp
2783;klipkraal;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2784;klipkraal;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2785;klipkraal;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2786;klipkraal;Western Cape;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2787;klipkraal;Western Cape;Pinus;radiata;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2788;Ngodwana;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Die-back, Healthy;Well developed,Dead;Discolorationn;Healthy;Dead;Fusarium screening
2789;Ngodwana;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Few roots;Discolorationn;Discoloration;Alive;Fusarium screening
2790;Pietermaritzburg;Western Cape;Eucalyptu;10;foliage;D;F;Die-back;Dead;Mechanical damage,Discolorationn;Wilted;Wilted,Discoloration; trichoderma sp, Fusarium ciricnatum
2791;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Discoloration;Alive;Fusarium screening
2792;Pietermaritzburg;Kwazulu-Natal;Eucalyptu;10;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Wilted,Dead,Discoloration; Phaeophleopspora sp
2793;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Wilted,Scorch,Discoloration;Fusarium screening
2794;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Dead;Discolorationn;Healthy;Wilted,Scorch,Discoloration;Fusarium screening
2795;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2796;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2797;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2798;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2799;Ngodwana;Mpumalanga;Pinus;taeda;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2800;Ngodwana;Mpumalanga;Pinus;radiata;Seed/Cuttings;A;FNF;Brown roots,Green tips;Healthyy;Health;Healthy;Alive;Fusarium screening
2801;Ngodwana;Mpumalanga;Pinus;radiata;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2802;Ngodwana;Mpumalanga;Pinus;10;Seed/Cuttings;A;FNF;Die-back;Well developed,J-rooting,Dead, White mycelia;Discolorationn;Healthy;Wilted,Discoloration;Fusarium screening
2803;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2804;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2805;Patensie;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Drytunted;Healthyy;Health;Healthy;Healthy;Fusarium screening
2806;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthy;Few roots,Dead;Discolorationn;Healthy;Wilted;Fusarium screening
2807;klipkraal;Western Cape;Pinus;taeda;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2808;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
2809;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Healthy;Fusarium screening
2810;Ugie;Middledrift;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;J-rooting,  Plug boundd;Health;Discoloration;Dead;Fusarium screening
2811;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Brown roots,Green tips;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2812;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Brown roots,Green tips;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2813;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2814;Ngodwana;Mpumalanga;Pinus;taeda;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy,Dead;Health;Healthy;Alive;Fusarium screening
2815;Sabie;Mpumalanga;Pinus;elliotti;Seed;A;FNF;Root:shoot ratio;Well developed,J-rooting,Dead, White mycelia;Discolorationn;Wilted,Discoloration;Wilted,Discoloration;Fusarium screening
2816;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2817;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2818;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2819;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2820;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Wilted,Dead;Fusarium screening
2821;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Discolorationn,Sapwood;Healthy;Alive,Wilted;Fusarium screening
2822;Richmond;Western Cape;Pinus;taeda;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Wilted,Scorch,Discoloration;Fusarium screening
2823;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2824;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Few roots,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Dead;Fusarium screening
2825;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health,Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium screening
2826;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health,Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium screening
2827;White River;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
2828;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Root:shoot ratio;Well developed,Dead;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Alive;Fusarium screening
2829;Carolyn plantation Bulwer, Carolyn;Western Cape;Eucalyptu;nitens;Leaves/Needles, Twigs/Branch, Seed, roots;D;F;Die-back;Dead,  Plug boundd;Discolorationn,Between outer and inner bark;Healthy;Alive;Fusarium screening
2830;Piet Retief;Kwazulu-Natal;Sclerocarya;patulax tecunumanii;Water;A;FNF;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Cambium,Sapwood;Alive;Wilted,Discoloration;Fusarium screening
2831;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Dead,Few roots;Discolorationn;Discoloration;Dead;Fusarium screening
2832;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Drycorch;Dead;Health;Discoloration;Dead;Fusarium screening
2833;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Die-back;Dead;Health,Sapwood;Healthy;Alive;Fusarium screening
2834;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Die-back;Well developed,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
2835;Ngodwana;Mpumalanga;Pinus;patulaxgreggi;Seed/Cuttings;A;FNF;Drycorch;Dead;Discolorationn;Healthy;Alive;Fusarium screening
2836;klipkraal;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Discoloration;Dead;Fusarium screening
2837;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2838;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2839;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2840;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2841;Tweedie;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Healthy;Well developed,Dead;Health;Healthy;Alive;Fusarium screening
2842;Tzaneen;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed;Health;Healthy;Wilted,Scorch,Discoloration;Fusarium screening
2843;Garcia;Western Cape;Pinus;radiata;Seed;D;F;Root:shoot ratio;Dead;Discoloration,Outer bark,Between outer and inner bark,Cambium,Sapwood;Alive;Wilted,Discoloration;Fusarium screening
2844;White River;Bergplaas;Pinus;radiata;Seed;D;F;Root:shoot ratio;Dead;Discolorationn,Cambium,Sapwood;Resin Exudation;Wilted,Dead,Discoloration;Fusarium screening
2845;Howick;Kwazulu-Natal;Pinus;patulax oocarpa;Seed/Cuttings;D;FNF;Die-back;Dead;Health;Healthy;Dead;Fusarium screening
2846;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Dead;Health;Healthy;Wilted;Fusarium screening
2847;Elandshoogte;Western Cape;Pinus;patula;Seed/Cuttings;D;F;Die-back, Healthy;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Dead;Fusarium screening
2848;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,Dead;Discolorationn,Sapwood;Discoloration;Dead;Fusarium screening
2849;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Drycorch;Well developed,J-rooting,Dead;Discolorationn;Alive;Wilted,Discoloration;Fusarium screening
2850;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Drycorch;Dead;Discolorationn;Healthy;Discoloration;Fusarium screening
2851;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Wilted,Dead,Discoloration;Fusarium screening
2852;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Drycorch;J-rooting,Dead;Discolorationn;Healthy;Alive,Insect/Mechanical damage;Fusarium screening
2853;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
2854;SH2;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back, Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
2855;Elandshoogte;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Die-back, Healthy;Well developed;Health;Healthy;Discoloration;Fusarium screening
2856;TTC;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Root:shoot ratio;Few roots;Discolorationn;Healthy;Wilted;Fusarium screening
2857;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Few roots,Dead;Dead;Dead;Dead;Fusarium screening
2858;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Brown roots,Green tips;Well developed;Health;Discoloration;Alive;Fusarium screening
