Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
277;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
278;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
279;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
280;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
281;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
282;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, Plug bound;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
283;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
284;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
285;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
286;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
287;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Swelling;Alive;Screening for Fusarium circinatum
288;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, J-rooting;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
289;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
290;Karatara;Western Cape;Pinus;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Well developed. Dead;Swelling;Alive;Screening for Fusarium circinatum
291;Noorder Paarl;Western Cape;Celtis;africana;Stem;D;N;Die-back, Dead;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Insect/Mechanical damage, Cambium, Between outer and inner bark;Alive;Screening for pathogenic Fungi/Bacteria
292;Noorder Paarl;Western Cape;Celtis;africana;Stem;D;N;Die-back;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Insect/Mechanical damage, Discoloration, Cambium, Between outer and inner bark;Dead;Screening for pathogenic Fungi/Bacteria
293;Noorder Paarl;Western Cape;Celtis;africana;Stem;D;N;Wilted, Dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Insect/Mechanical damage, Discoloration, Cambium, Between outer and inner bark;Wilted;Screening for pathogenic Fungi/Bacteria
294;Noorder Paarl;Western Cape;Celtis;africana;Stem;D;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Well developed, Dead;Insect/Mechanical damage, Discoloration, Cambium, Between outer and inner bark;Alive;Screening for pathogenic Fungi/Bacteria
295;Noorder Paarl;Western Cape;Celtis;africana;Stem;D;N;Wilted, Dead;Well developed, Dead, Plug bound;Well developed, Dead;Insect/Mechanical damage, Discoloration, Cambium, Between outer and inner bark;Wilted;Screening for pathogenic Fungi/Bacteria
296;Noorder Paarl;Western Cape;Celtis;africana;Stem;D;N;Healthy;Well developed, J-rooting;Discoloraiton, Outer bark;Insect/Mechanical damage, Discoloration, Cambium, Between outer and inner bark;Alive;Screening for pathogenic Fungi/Bacteria
297;Noorder Paarl;Western Cape;Celtis;africana;Stem;D;N;Die-back;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Insect Mechanical damage;Dead;Screening for pathogenic Fungi/Bacteria
298;Kruisfontein;Eastern Cape;Pinus;taeda;Whole trees;D;F;Die-back;Blue stain;Discoloration;Insect/Mechanical damage, Discoloration;Dead;Screening for Diplodia
299;Kruisfontein;Eastern Cape;Pinus;taeda;Whole trees;D;F;Die-back;Blue stain, Few roots;Discoloration;Bottom half healthy, Top half grey/brown;Wilted, Scortch (Needles);Screening for Diplodia
300;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Healthy;Well-developed;Healthy;Healthy;Alive;Screening for Fusarium circinatum
301;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
302;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
303;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
304;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
305;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
306;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
307;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, J-rooting;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
308;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Swelling;Alive;Screening for Fusarium circinatum
309;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
310;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
311;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
312;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
313;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
314;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
315;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, J-rooting;Well developed. Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
316;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
317;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
318;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Well developed. Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
319;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
320;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
321;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
322;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
323;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
324;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
325;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Dead, Plug bound;Well developed, Dead;Swelling;Alive;Screening for Fusarium circinatum
326;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
327;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted;Well developed, Dead, Plug bound;Well developed. Dead;Swelling;Alive;Screening for Fusarium circinatum
328;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Swelling;Alive;Screening for Fusarium circinatum
329;Scottsville;Western Cape;Pinus;patula;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Well developed. Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
330;Sabie;Mpumalanga;Pinus;elliottii;Seed;A;N;Yellow, few roots-dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
331;Sabie;Mpumalanga;Pinus;caribaea;Seed;A;N;Wilted, Dead;Well developed, J-rooting;Discoloration;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum
332;Sabie;Mpumalanga;Pinus;elliottii;Seed;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Healthy;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum
333;Hilton;Kwazulu-Natal;Pinus;patula;Stems;A;F;Wilted, Tip alive, Dry;Well developed, Plug bound;Well developed. Dead;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Screening for Fusarium circinatum
334;Ngodwana;Mpumalanga;Eucalyptus ;nitens;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead, Plug bound;Healthy;Healthy;Alive;Screening for pathogenic Fungi/Bacteria
335;Ngodwana;Mpumalanga;Eucalyptus ;nitens;Seedlings/Cuttings;D;N;Die-back;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Swelling;Alive;Screening for pathogenic Fungi/Bacteria
336;Ngodwana;Mpumalanga;Eucalyptus ;nitens;Seedlings/Cuttings;D;N;Die-back, Dead;Well developed, Plug bound;Dead, Plug Bound;Discoloration;Alive;Screening for pathogenic Fungi/Bacteria
337;Ngodwana;Mpumalanga;Eucalyptus ;nitens;Seedlings/Cuttings;D;N;Die-back;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Swelling;Alive;Screening for pathogenic Fungi/Bacteria
338;Ngodwana;Mpumalanga;Eucalyptus ;nitens;Seedlings/Cuttings;D;N;Die-back;Well developed, J-rooting;Insect/Mechanical damage, Swelling;Swelling;Alive;Screening for pathogenic Fungi/Bacteria
339;Ngodwana;Mpumalanga;Eucalyptus ;nitens;Seedlings/Cuttings;D;N;Wilted;Dead, Plug bound;Well developed, Dead;Discoloration, Outer bark, Cambium;Alive (some) and Dead (some);Screening for pathogenic Fungi/Bacteria
340;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Yellow, few roots-dead;Well-developed, Plug bound;Discoloration, Cambium, Sapwood;Healthy;Alive;Screening for Fusarium circinatum
341;Piet Retief;Mpumalanga;Pinus;elliottii;Seedlings/Cuttings;D;N;Root:shoot ratio;Few roots, Dead, Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
342;Piet Retief;Mpumalanga;Pinus;elliottii;Seedlings/Cuttings;D;N;Root:shoot ratio;Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
343;Piet Retief;Mpumalanga;Pinus;elliottii;Seedlings/Cuttings;D;N;Root:shoot ratio;Plug bound;Discoloration, Outer bark, Bewteen outer and inner bark;Healthy;Alive;Screening for Fusarium circinatum
344;Piet Retief;Mpumalanga;Pinus;elliottii;Seedlings/Cuttings;D;N;Root:shoot ratio;Well developed, Dead, Plug bound;Well developed. Dead;Discoloraiton, Outer bark;Alive;Screening for Fusarium circinatum
345;Piet Retief;Mpumalanga;Pinus;elliottii;Seedlings/Cuttings;D;N;Root:shoot ratio;Well-developed, Plug bound;Insect/Mechanical damage, Swelling;Healthy;Alive;Screening for Fusarium circinatum
346;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Root:shoot ratio;Well-developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
347;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well developed, Plug bound;Discoloration, Outer bark;Healthy;Alive;Screening for Fusarium circinatum
348;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted, Dead;Well-developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
349;Piet Retief;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Yellow, few roots-dead;Well-developed, Plug bound;Discoloration, Outer bark;Healthy;Alive;Screening for Fusarium circinatum
350;Piet Retief;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;Wilted;Well developed, Plug bound;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
351;Piet Retief;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;Wilted, Dead;Few roots;Healthy;Bottom half healthy, Top half grey/brown;Alive;Screening for Fusarium circinatum
352;Piet Retief;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;Yellow, few roots-dead;Well developed, J-rooting;Well developed, Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
353;Piet Retief;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;Yellow, few roots-dead;Well developed, Dead, Plug bound;Insect/Mechanical damage, Swelling;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
354;Piet Retief;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
355;Piet Retief;Mpumalanga;Eucalyptus;dunnii;Seedlings/Cuttings;D;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Swelling;Alive;Screening for Fusarium circinatum
356;Piet Retief;Mpumalanga;Pepper;radiata;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
357;Piet Retief;Mpumalanga;Pepper;radiata;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
358;Piet Retief;Mpumalanga;Pepper;taeda;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
359;Piet Retief;Mpumalanga;Pepper;taeda;Seedlings/Cuttings;A;N;Wilted, Dead;Well developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
360;Piet Retief;Mpumalanga;Pepper;taeda;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circinatum
361;Piet Retief;Mpumalanga;Acacia;mearnsii;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Healthy;Alive;Screening for Fusarium circinatum
362;Piet Retief;Mpumalanga;Acacia;mearnsii;Seedlings/Cuttings;A;N;Yellow, few roots-dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Healthy;Alive;Screening for Fusarium circinatum
363;Piet Retief;Mpumalanga;Acacia;mearnsii;Seedlings/Cuttings;A;N;Wilted, Tip alive, Dry;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Healthy;Alive;Screening for Fusarium circinatum
364;Piet Retief;Mpumalanga;Acacia;mearnsii;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Insect/Mechanical damage, Swelling;Healthy;Alive;Screening for Fusarium circinatum
365;Piet Retief;Mpumalanga;Acacia;mearnsii;Seedlings/Cuttings;A;N;Wilted;Well developed, Plug bound;Well developed, Dead;Healthy;Alive;Screening for Fusarium circinatum
366;Piet Retief;Mpumalanga;Acacia;mearnsii;Stem;D;F;Die-back;Alive;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Dead;Screening for pathogenic Fungi/Bacteria and Ceratocystis
367;Piet Retief;Mpumalanga;Acacia;mearnsii;Stem;D;F;Wilted;Alive;Discoloraiton, Outer bark;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Alive;Screening for pathogenic Fungi/Bacteria and Ceratocystis
368;Piet Retief;Mpumalanga;Acacia;mearnsii;Stem;D;F;Die-back;Alive;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Dead;Screening for pathogenic Fungi/Bacteria and Ceratocystis
369;Pretoria;Gauteng;Sclerocarya;birrea;Twigs/Branches;D;F;Die-back;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Between outer and inner bark;Alive, Wilted;Screening for pathogenic Fungi/Bacteria
370;Hilton;Kwazulu-Natal;Pinus;patula;Stem;D;F;Die-back;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Cambium, Between outer and inner bark;Wilted, Scortch (Needles);Screening for Fusarium and Diplodia
371;Hilton;Kwazulu-Natal;Pinus;patula;Stem;D;F;Healthy;Well developed, Plug bound;Discoloraiton, Outer bark, Between outer and inner bark;Discoloration, Cambium, Between outer and inner bark;Wilted, Dead;Screening for Fusarium and Diplodia
372;Hilton;Kwazulu-Natal;Pinus;patula;Stem;D;F;Die-back;Well developed, Plug bound;Discoloration;Discoloration, Cambium, Between outer and inner bark;Wilted, Scortch (Needles);Screening for Fusarium and Diplodia
373;Hilton;Kwazulu-Natal;Pinus;patula;Stem;D;F;Wilted, Dead;Well developed, Dead, Plug bound;Dead, Plug Bound;Discoloration, Cambium, Between outer and inner bark;Wilted, Dead;Screening for Fusarium and Diplodia
374;Hilton;Kwazulu-Natal;Pinus;patula;Stem;D;F;Healthy;Well developed, J-rooting;Discoloraiton, Outer bark;Discoloration, Cambium, Between outer and inner bark;Wilted, Dead;Screening for Fusarium and Diplodia
375;Hilton;Kwazulu-Natal;Pinus;patula;Stem;D;F;Wilted;Well developed, Plug bound;Well developed. Dead;Discoloration, Cambium, Between outer and inner bark;Wilted, Scortch (Needles);Screening for Fusarium and Diplodia
376;Hilton;Kwazulu-Natal;Pinus;patula;Stem;D;F;Wilted, Tip alive, Dry;Well developed, J-rooting;Dead, Plug Bound;Discoloration, Cambium, Between outer and inner bark;Alive;Screening for Fusarium and Diplodia
377;Welgemoed;Western Province;Acacia;africana;Stem;D;F;Die-back;Few roots;Healthy;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, Dead;Screening for Phytophthora
378;Welgemoed;Mpumalanga;Wood chip sample;radiata;Stem;D;F;Die-back, Dead;Alive;Discoloraiton, Outer bark;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Alive;Screening for Phytophthora
379;Scottsville;Kwazulu-Natal;Acacia;africana;Stem;D;F;Die-back;Alive;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted;Screening for Phytophthora
380;Welgemoed;Mpumalanga;Acacia;africana;Stem;D;F;Die-back;Alive;Insect/Mechanical damage, Swelling;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Dead;Screening for Phytophthora
381;Welgemoed;Western Province;Acacia;patula;Stem;D;F;Die-back, Dead;Alive;Well developed, Dead;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, Dead;Screening for Phytophthora
382;Barbeton;Gauteng;Acacia;africana;Stem;D;F;Healthy;Alive;Discoloraiton, Outer bark;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Alive;Screening for Phytophthora
383;Barbeton;Gauteng;Acacia;africana;Stem;D;F;Die-back;Alive;Well developed. Dead;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted;Screening for Phytophthora
384;Sabie;Mpumalanga;Pinus;elliottii;Seed;A;F;Wilted, Dead;Well developed, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
385;Sabie;Mpumalanga;Pinus;elliottii;Seed;A;F;Yellow, few roots-dead;Well developed, Plug bound;Well developed. Dead;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
386;Sabie;Mpumalanga;Pinus;elliottii;Seed;A;F;Wilted;Well developed, Dead, Plug bound;Insect/Mechanical damage, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Parts healthy other parts discoloured;Alive;Screening for Fusarium circinatum
387;Hilton;Kwazulu-Natal;Eucalyptus GC521;africana;Seed;D;N;Root:Shoot Ratio, Wilted, Dead;J-rooting, Few Roots;Healthy, Discoloration, Outer bark;Healthy;Alive, Wilted;Screening for Pythium/Phytophtora
388;Hilton;Kwazulu-Natal;Eucalyptus GC521;radiata;Bark samples;D;N;Root:Shoot Ratio, Dead;J-rooting, Few Roots, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Healthy;Dead;Screening for Pythium/Phytophtora
389;Hilton;Kwazulu-Natal;Eucalyptus GC521;africana;Seedlings/Cuttings;D;N;Root:shoot Ratio;J-rooting, Few Roots;Healthy;Healthy;Alive, Wilted;Screening for Pythium/Phytophtora
390;Hilton;Kwazulu-Natal;Eucalyptus GC521;africana;Seed;D;N;Root:shoot Ratio;J-rooting;Healthy;Healthy;Alive, Wilted;Screening for Pythium/Phytophtora
391;Richards Bay;Kwazulu-Natal;Eucalyptus C962;elliottii;Stems;D;F;Healthy;Well developed, Plug bound;Discoloraiton, Outer bark;Kino/Gum/Resin Exudation, Discoloration, Cambium, Between outer and inner bark;Alive;Screening for Pythium/Phytophtora and Ceratocystis
392;Welgemoed;Western Province;Pinus;pinea;Seedlings/Cutings;A;F;Healthy;Few roots;Healthy;Healthy;Alive;Screening for Fusarium circinatum
393;Welgemoed;Western Province;Pinus;pinea;Seedlings/Cutings;A;F;Yellow, few roots-dead;Few roots;Healthy;Healthy;Alive;Screening for Pythium/Phytophtora/Fusarium circinatum
394;Welgemoed;Western Province;Pinus;pinea;Seedlings/Cutings;D;F;Yellow, few roots-dead;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Healthy, Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Alive;Screening for Pythium/Phytophtora/Fusarium circinatum
